Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Conservation Advice,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
68269,Grevillea exposita, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Data Deficient,Grevillea exposita,,,,,,,,,,,,,,,,,
18998,Grevillea extorris, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea extorris,,,,,,,,,,,,,,,,,
5823,Grevillea fasciculata, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea fasciculata,,,,,,,,,,,,,,,,,
68241,Grevillea fastigiata, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea fastigiata,,,,,,,,,,,,,,,,,
4361,Grevillea fistulosa,"Barrens Grevillea, Mount Barren Grevillea",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea fistulosa,,,,,,,,,,,,,,,,,
2957,Grevillea flexuosa,Zig Zag Grevillea,Vulnerable,Grevillea flexuosa,16-Jul-00,,1-Oct-08,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Grevillea flexuosa,,,,,,,,,,Endemic,,,,,,,,,
9915,Grevillea floribunda,Seven Dwarfs Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea floribunda,,,,,,,,,,,,,,,,,
68341,Grevillea florida, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea florida,,,,,,,,,,,,,,,,,
16859,Grevillea floripendula,"Drooping Grevillea, Ben Major Grevillea",Vulnerable,Grevillea floripendula,16-Jul-00,,1-Apr-16,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Grevillea floripendula,,,,,,,,,,,Endemic,,,,,,,,,,
6499,Grevillea formosa,Mt Brockman Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea formosa,,,,,,,,,,,,,,,,,
16779,Grevillea fulgens, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea fulgens,,,,,,,,,,,,,,,,,
85029,Grevillea fuscolutea, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Grevillea fuscolutea,Critically Endangered,Grevillea fuscolutea,,,,,,,,Present,,,,,,,,,
22017,Grevillea georgeana, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea georgeana,,,,,,,,,,,,,,,,,
93506,Grevillea gillingarra, ,Critically Endangered,Grevillea sp. Gillingarra (R.J.Cranfield 4087),11-May-18,,11-May-18,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Grevillea gillingarra,,,,,,,,,,Endemic,,,,,,,,,
56488,Grevillea glabrescens, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea glabrescens,,,,,,,,,,,,,,,,,
7758,Grevillea glauca,Bushman's Clothes-peg,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea glauca,,,,,,,,,,,,,,,,,
13977,Grevillea globosa, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea globosa,,,,,,,,,,,,,,,,,
7979,Grevillea glossadenia, ,Vulnerable,Grevillea glossadenia,16-Jul-00,,1-Oct-08,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,Vulnerable,Grevillea glossadenia,,,,,,,,,Near Threatened,Grevillea glossadenia,,,,Endemic,,,,,,,,,,,,,
7829,Grevillea goodii,Good's Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea goodii,,,,,,,,,,,,,,,,,
13737,Grevillea gordoniana, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea gordoniana,,,,,,,,,,,,,,,,,
65670,Grevillea granulifera, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea granulifera,,,,,,,,,,,,,,,,,
21740,Grevillea granulosa, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea granulosa,,,,,,,,,,,,,,,,,
64521,Grevillea guthrieana, ,Endangered,Grevillea guthrieana,16-Jul-00,,29-Apr-14,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Endangered,Grevillea guthrieana,,,,,,,,,,,,,Endangered,Grevillea guthrieana,,Endemic,,,,,,,,,,,,,,,
6492,Grevillea hakeoides, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea hakeoides,,,,,,,,,,,,,,,,,
33911,Grevillea halmaturina, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Grevillea halmaturina,,,,,,,,,,,,,,,,,
68311,Grevillea halmaturina subsp. halmaturina, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,Rare,Grevillea halmaturina subsp. halmaturina,,,,,,,,,,,,,,,,,,,,,,,,,
68312,Grevillea halmaturina subsp. laevis, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,Rare,Grevillea halmaturina subsp. laevis,,,,,,,,,,,,,,,,,,,,,,,,,
2781,Grevillea haplantha, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea haplantha,,,,,,,,,,,,,,,,,
15174,Grevillea heliosperma,"Red Grevillea, Rock Grevillea",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea heliosperma,,,,,,,,,,,,,,,,,
9921,Grevillea helmsiae,a grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea helmsiae,,,,,,,,,,,,,,,,,
7584,Grevillea hilliana,"White Silky Oak, White Yiel Yiel",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Endangered,Grevillea hilliana,,,,,,,,,,,,,Least Concern,Grevillea hilliana,,Present,,,,,,,,,,,,,,,
68266,Grevillea hirtella, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea hirtella,,,,,,,,,,,,,,,,,
65007,Grevillea hockingsii, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,Vulnerable,Grevillea hockingsii,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
68250,Grevillea hodgei,Coochin Hills Grevillea,Critically Endangered,Grevillea hodgei,8-Dec-21,,8-Dec-21,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,Critically Endangered,Grevillea hodgei,,,,,,,,,Endangered,Grevillea hodgei,,,,Endemic,,,,,,,,,,,,,
15021,Grevillea hookeriana,"Red Toothbrushes, Hooker's Grevillea",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea hookeriana,,,,,,,,,,,,,,,,,
2623,Grevillea huegelii,"Comb Grevillea, Comb Spider-flower",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea huegelii,,,,,,,,,,,,,,,,,
61182,Grevillea humifusa,Spreading Grevillea,Endangered,Grevillea humifusa,16-Jul-00,,1-Apr-16,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Grevillea humifusa,Critically Endangered,Grevillea humifusa,,,,,,,,Endemic,,,,,,,,,
68298,Grevillea humilis, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea humilis,,,,,,,,,,,,,,,,,
22024,Grevillea iaspicula,Wee Jasper Grevillea,Endangered,Grevillea iaspicula,16-Jul-00,,26-Mar-08,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Critically Endangered,Grevillea iaspicula,,,,,,,,,,,,,Critically Endangered,Grevillea iaspicula,,Endemic,,,,,,,,,,,,,,,
17926,Grevillea ilicifolia,"Holly-leaved Grevillea, Holly Bush, Holly Grevillea, Holly-leaved Spider-flower, Holly-leaf Grevillea",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Grevillea ilicifolia,,,,,,,,,,,,,,,,,
78976,Grevillea ilicifolia subsp. ilicifolia,Holly-leaf Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Critically Endangered,Grevillea ilicifolia subsp. ilicifolia,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
14038,Grevillea inconspicua,Cue Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea inconspicua,,,,,,,,,,,,,,,,,
34133,Grevillea incrassata, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Grevillea incrassata,,,,,,,,,,,,,,,,,
68366,Grevillea incurva, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Critically Endangered,Grevillea incurva,,,,,,,,,,,,,,,,,
22026,Grevillea infecunda,Anglesea Grevillea,Vulnerable,Grevillea infecunda,16-Jul-00,,1-Apr-16,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Grevillea infecunda,,,,,,,,,,,Endemic,,,,,,,,,,
5772,Grevillea infundibularis,Fan-leaf Grevillea,Endangered,Grevillea infundibularis,16-Jul-00,,1-Oct-08,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Grevillea infundibularis,Vulnerable,Grevillea infundibularis,,,,,,,,Endemic,,,,,,,,,
15147,Grevillea insignis, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea insignis,,,,,,,,,,,,,,,,,
4982,Grevillea intricata, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea intricata,,,,,,,,,,,,,,,,,
4631,Grevillea involucrata,Lake Varley Grevillea,Endangered,Grevillea involucrata,16-Jul-00,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Grevillea involucrata,Critically Endangered,Grevillea involucrata,,,,,,,,Endemic,,,,,,,,,
68322,Grevillea irrasa, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea irrasa,,,,,,,,,,,,,,,,,
68324,Grevillea irrasa subsp. didymochiton, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
14272,Grevillea jephcottii,Pine Mountain Grevillea,Endangered,Grevillea jephcottii,31-Mar-23,,31-Mar-23,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Grevillea jephcottii,,,,,,,,,,,Endemic,,,,,,,,,,
10446,Grevillea johnsonii,Johnson's Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Near Threatened,Grevillea johnsonii,,,,,,,,,,,,,,,,,
16324,Grevillea juncifolia,"Honeysuckle Spider-flower, Desert Grevillea",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea juncifolia,,,,,,,,,,,,,,,,,
4268,Grevillea juniperina,"Prickly Grevillea, Juniper-leaved Grevillea",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea juniperina,,,,,,,,,,,,,,,,,
68288,Grevillea juniperina subsp. juniperina,Juniper-leaved Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Vulnerable,Grevillea juniperina subsp. juniperina,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
65669,Grevillea kedumbensis, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea kedumbensis,,Present,,,,,,,,,,,,,,,
22037,Grevillea kenneallyi, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea kenneallyi,,,,,,,,,,,,,,,,,
6974,Grevillea kennedyana,Flame Spider-flower,Vulnerable,Grevillea kennedyana,16-Jul-00,,1-Apr-16,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Vulnerable,Grevillea kennedyana,,,Vulnerable,Grevillea kennedyana,,,,,,,,,Endangered,Grevillea kennedyana,,Present,,Present,,,,,,,,,,,,,
77965,Grevillea kirkalocka, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Data Deficient,Grevillea kirkalocka,,,,,,,,,,,,,,,,,
14863,Grevillea lanigera,Woolly Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea lanigera,,,,,,,,,,,,,,,,,
16951,Grevillea latifolia, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea latifolia,,,,,,,,,,,,,,,,,
11966,Grevillea laurifolia, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea laurifolia,,,,,,,,,,,,,,,,,
5215,Grevillea lavandulacea,Lavender Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea lavandulacea,,,,,,,,,,,,,,,,,
68337,Grevillea lavandulacea subsp. rogersii,Lavender Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,Rare,Grevillea lavandulacea subsp. rogersii,,,,,,,,,,,,,,,,,,,,,,,,,
16918,Grevillea leiophylla, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea leiophylla,,,,,,,,,,,,,,,,,
8292,Grevillea leptobotrys,Tangled Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea leptobotrys,,,,,,,,,,,,,,,,,
21741,Grevillea leptopoda, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea leptopoda,,,,,,,,,,,,,,,,,
22039,Grevillea leucoclada, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea leucoclada,,,,,,,,,,,,,,,,,
16205,Grevillea leucopteris,"Old Socks, White Plume Grevillea",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea leucopteris,,,,,,,,,,,,,,,,,
68376,Grevillea levis, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Grevillea levis,,,,,,,,,,,,,,,,,
10321,Grevillea linearifolia,"Narrow-leaved Grevillea, Narrow-leaved White Grevillea, Angourie White Grevillea",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea linearifolia,,,,,,,,,,,,,,,,,
22040,Grevillea linsmithii,Linsmith's Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,Endangered,Grevillea linsmithii,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
20258,Grevillea longicuspis, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea longicuspis,,,,,,,,,,,,,,,,,
14992,Grevillea longifolia, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Near Threatened,Grevillea longifolia,,,,,,,,,,,,,,,,,
21371,Grevillea longistyla, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea longistyla,,,,,,,,,,,,,,,,,
22045,Grevillea lullfitzii, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Critically Endangered,Grevillea lullfitzii,,,,,,,,,,,,,,,,,
64522,Grevillea maccutcheonii,McCutcheon's Grevillea,Endangered,Grevillea maccutcheonii,16-Jul-00,,1-Apr-16,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Grevillea maccutcheonii,Critically Endangered,Grevillea maccutcheonii,,,,,,,,Endemic,,,,,,,,,
68236,Grevillea macleayana,Jervis Bay Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea macleayana,,,,,,,,,,,,,,,,,
68246,Grevillea maherae, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Grevillea maherae,,,,,,,,,,,,,,,,,
22047,Grevillea makinsonii, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Grevillea makinsonii,,,,,,,,,,,,,,,,,
56462,Grevillea manglesii,Mangle's Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea manglesii,,,,,,,,,,,,,,,,,
23809,Grevillea manglesioides, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea manglesioides,,,,,,,,,,,,,,,,,
65125,Grevillea marriottii, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Critically Endangered,Grevillea marriottii,,,,,,,,,,,,,,,,,
64523,Grevillea masonii, ,Endangered,Grevillea masonii,16-Jul-00,,23-Nov-21,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Endangered,Grevillea masonii,,,,,,,,,,,,,Endangered,Grevillea masonii,,Endemic,,,,,,,,,,,,,,,
21745,Grevillea maxwellii,Maxwell's Grevillea,Endangered,Grevillea maxwellii,16-Jul-00,,1-Oct-08,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Grevillea maxwellii,Critically Endangered,Grevillea maxwellii,,,,,,,,Endemic,,,,,,,,,
68374,Grevillea metamorpha, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Data Deficient,Grevillea metamorpha,,,,,,,,,,,,,,,,,
45456,Grevillea micrantha, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Grevillea micrantha,,,,,,,,,,,,,,,,,,,,,
16295,Grevillea microstegia, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered ,Grevillea microstegia,,,,,,,,,,,Present,,,,,,,,,,
3124,Grevillea mimosoides,Caustic Bush,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea mimosoides,,,,,,,,,,,,,,,,,
15711,Grevillea miniata, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea miniata,,,,,,,,,,,,,,,,,
85809,Grevillea miqueliana subsp. cincta,Selma Saddle Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Grevillea miqueliana subsp. cincta,,,,,,,,,,,,,,,,,,,,,
68320,Grevillea miqueliana subsp. miqueliana, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Grevillea miqueliana subsp. miqueliana,,,,,,,,,,,,,,,,,,,,,
68321,Grevillea miqueliana subsp. moroka, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Grevillea miqueliana subsp. moroka,,,,,,,,,,,,,,,,,,,,,
64524,Grevillea mollis, ,Endangered,Grevillea mollis,16-Jul-00,,26-Mar-08,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Endangered,Grevillea mollis,,,,,,,,,,,,,Vulnerable,Grevillea mollis,,Endemic,,,,,,,,,,,,,,,
22052,Grevillea molyneuxii, ,Endangered,Grevillea molyneuxii,16-Jul-00,,26-Mar-08,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Vulnerable,Grevillea molyneuxii,,,,,,,,,,,,,Vulnerable,Grevillea molyneuxii,,Endemic,,,,,,,,,,,,,,,
68319,Grevillea monslacana, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Grevillea monslacana,,,,,,,,,,,,,,,,,,,,,
22484,Grevillea montana,Mountain Grey Grevillea,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea montana,,,,,,,,,,,,,,,,,
17763,Grevillea monticola, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea monticola,,,,,,,,,,,,,,,,,
17703,Grevillea montis-cole subsp. brevistyla,Langi Ghiran Grevillea,Vulnerable,Grevillea montis-cole subsp. brevistyla,16-Jul-00,,1-Apr-16,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Grevillea montis-cole subsp. brevistyla,,,,,,,,,,,Endemic,,,,,,,,,,
3092,Grevillea montis-cole subsp. montis-cole,"Mount Cole Grevillea, Glut Grevillea",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered ,Grevillea montis-cole subsp. montis-cole,,,,,,,,,,,Endemic,,,,,,,,,,
16153,Grevillea mucronulata, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea mucronulata,,,,,,,,,,,,,,,,,
5602,Grevillea muelleri, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea muelleri,,,,,,,,,,,,,,,,,
22053,Grevillea murex, ,Endangered,Grevillea murex,16-Jul-00,,16-Dec-08,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Grevillea murex,,,,,,,,,,Endemic,,,,,,,,,
18068,Grevillea muricata,Rough Spider-flower,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,Rare,Grevillea muricata,,,,,,,Endangered,Grevillea muricata,,,,,Present,,,,,,,,,,,,
23810,Grevillea nana, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Grevillea nana,,,,,,,,,,,,,,,,,
17317,Grevillea nematophylla,"Water Bush, Sliver Water Bush, Silver-leaved Water Bush",,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,Extinct,Grevillea nematophylla,,,,,,,,,,,,,Least Concern,Grevillea nematophylla,,Historic,,,,,,,,,,,,,,,
45701,Grevillea neurophylla, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Grevillea neurophylla,,,,,,,,,,,,,,,,,
68307,Grevillea neurophylla subsp. fluviatilis, ,,,,,,Magnoliopsida,Proteales,Proteaceae,Grevillea,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Grevillea neurophylla subsp. fluviatilis,,,,,,,,,,,,,,,,,,,,,
