Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Conservation Advice,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
86106,Amblyornis newtonianus,Golden Bowerbird,,,,,,Aves,Passeriformes,Ptilonorhynchidae,Amblyornis,birds,,,,,,,,,,,,,,,,,Near Threatened,Prionodura newtoniana,,,,,,,,,,,,,,,,,
85364,Ambuchanania leucobryoides,Daisy Pan Moss,,,,,,Sphagnopsida,Sphagnales,Ambuchananiaceae,Ambuchanania,peat mosses,,,,,,,,,,,Rare,Ambuchanania leucobryoides,,,,,Vulnerable,Ambuchanania leucobryoides,,,,,,,,,,,,,,,,,
77061,Ameloctopus litoralis,Banded String-arm Octopus,,,,,,Cephalopoda,Octopoda,Octopodidae,Ameloctopus,"squid, cuttlefish, octopus, nautilus",,,,,,,,,,,,,,,,,Least Concern,Ameloctopus litoralis,,,,,,,,,,,,,,,,,
85444,Amelora acontistica,Chevron Looper Moth,,,,,,Insecta,Lepidoptera,Geometridae,Amelora,insects,,,,,,,,,,,Vulnerable,Amelora acontistica,,,,,,,,,,,,Present,,,,,,,,,,,
19717,Ammannia auriculata, ,,,,,,Magnoliopsida,Myrtales,Lythraceae,Ammannia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Ammannia auriculata,,,,,,,,,,,,,,,,,
4174,Ammannia baccifera, ,,,,,,Magnoliopsida,Myrtales,Lythraceae,Ammannia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Ammannia baccifera,,,,,,,,,,,,,,,,,
19870,Ammannia multiflora,Jerry-jerry,,,,,,Magnoliopsida,Myrtales,Lythraceae,Ammannia,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Ammannia multiflora,,,Least Concern,Ammannia multiflora,,,,,,,,,,,,,,,,,
87766,Ammannia robertsii, ,,,,,,Magnoliopsida,Myrtales,Lythraceae,Ammannia,dicots (two seed leaves),,,,,,,Vulnerable,Ammannia robertsii,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
5728,Ammobium alatum,Tall Ammobium,,,,,,Magnoliopsida,Asterales,Asteraceae,Ammobium,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Ammobium alatum,,,,,,,,,,,,,,,,,,,,,
20758,Ammobium craspedioides,Yass Daisy,Vulnerable,Ammobium craspedioides,16-Jul-00,,1-Oct-08,Magnoliopsida,Asterales,Asteraceae,Ammobium,dicots (two seed leaves),,,Vulnerable,Ammobium craspedioides,,,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,
90200,Ammoniropa vigens,Ammonite Pinwheel Snail,Critically Endangered,Ammoniropa vigens,24-Jan-14,,24-Jan-14,Gastropoda,Pulmonata,Charopidae,Ammoniropa,"snails, slugs",,,,,,,,,,,Endangered,Ammoniropa vigens,,,,,,,,,,,,Endemic,,,,,,,,,,,
60697,Amniataba percoides,"Barred Grunter, Banded Grunter",,,,,,Actinopterygii,Perciformes,Terapontidae,Amniataba,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amniataba percoides,,,,,,,,,,,,,,,,,
11153,Amomum queenslandicum, ,,,,,,Liliopsida,Zingiberales,Zingiberaceae,Amomum,monocots (single seed leaf),,,,,,,Endangered,Amomum queenslandicum,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
9068,Amorphophallus paeoniifolius, ,,,,,,Liliopsida,Arales,Araceae,Amorphophallus,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Amorphophallus paeoniifolius,,,,,,,,,,,,,,,,,
9464,Amperea spicata, ,,,,,,Magnoliopsida,Euphorbiales,Euphorbiaceae,Amperea,dicots (two seed leaves),,,,,Vulnerable,Amperea spicata,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,
55225,Amperea xiphoclada var. pedicellata, ,Extinct,Amperea xiphoclada var. pedicellata,16-Jul-00,,,Magnoliopsida,Euphorbiales,Euphorbiaceae,Amperea,dicots (two seed leaves),,,Extinct,Amperea xiphoclada var. pedicellata,,,,,,,,,,,,,,,,Historic,,,,,,,,,,,,,,,
15605,Amphibolis antarctica, ,,,,,,Liliopsida,Najadales,Cymodoceaceae,Amphibolis,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Amphibolis antarctica,,,,,,,,,,,,,,,,,
19145,Amphibolis griffithii, ,,,,,,Liliopsida,Najadales,Cymodoceaceae,Amphibolis,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Amphibolis griffithii,,,,,,,,,,,,,,,,,
93574,Amphibolurus burnsi,"Eastern Tree Dragon, Burns' Dragon",,,,,,Reptilia,Squamata,Agamidae,Amphibolurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Amphibolurus burnsi,,,,,,,,,,,,,,,,,
1635,Amphibolurus muricatus,Jacky Lizard,,,,,,Reptilia,Squamata,Agamidae,Amphibolurus,reptiles,,,,,,,,,Rare,Amphibolurus muricatus,,,,,,,Least Concern,Amphibolurus muricatus,,,,,,,,,,,,,,,,,
1637,Amphibolurus norrisi,a dragon lizard,,,,,,Reptilia,Squamata,Agamidae,Amphibolurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Amphibolurus norrisi,,,,,,,,,,,,,,,,,
13248,Amphibromus archeri, ,,,,,,Liliopsida,Cyperales,Poaceae,Amphibromus,monocots (single seed leaf),,,,,,,,,Rare,Amphibromus archeri,,,,,,,,,,,,,,,,,,,,,,,,,
19215,Amphibromus fluitans,"River Swamp Wallaby-grass, Floating Swamp Wallaby-grass",Vulnerable,Amphibromus fluitans,16-Jul-00,,26-Mar-08,Liliopsida,Cyperales,Poaceae,Amphibromus,monocots (single seed leaf),,,Vulnerable,Amphibromus fluitans,,,,,,,,,,,,,,,,Present,,,Present,Present,Present,,,,,,,,,,
14333,Amphibromus macrorhinus, ,,,,,,Liliopsida,Cyperales,Poaceae,Amphibromus,monocots (single seed leaf),,,,,,,,,Rare,Amphibromus macrorhinus,Endangered,Amphibromus macrorhinus,,,,,,,,Present,,,Present,Present,Present,Present,,,,,,,,,
16124,Amphibromus neesii, ,,,,,,Liliopsida,Cyperales,Poaceae,Amphibromus,monocots (single seed leaf),,,,,,,,,,,Rare,Amphibromus neesii,,,,,,,,,,,,,,,,,,,,,,,
13463,Amphibromus pithogastrus, ,,,,,,Liliopsida,Cyperales,Poaceae,Amphibromus,monocots (single seed leaf),,,,,,,,,,,,,Critically Endangered ,Amphibromus pithogastrus,,,,,,,,,,,Present,,,,,,,,,,
4829,Amphibromus recurvatus, ,,,,,,Liliopsida,Cyperales,Poaceae,Amphibromus,monocots (single seed leaf),,,,,,,,,Rare,Amphibromus recurvatus,,,,,,,,,,,,,,,,,,,,,,,,,
13462,Amphibromus sinuatus, ,,,,,,Liliopsida,Cyperales,Poaceae,Amphibromus,monocots (single seed leaf),,,,,,,,,,,,,Endangered,Amphibromus sinuatus,,,,,,,,,,,,,,,,,,,,,
3590,Amphibromus whitei, ,Extinct,Amphibromus whitei,16-Jul-00,,,Liliopsida,Cyperales,Poaceae,Amphibromus,monocots (single seed leaf),,,,,,,Extinct in the Wild,Amphibromus whitei,,,,,,,,,,,,,,Historic,,,,,,,,,,,,,
85377,Amphidromus cognatus,Cognate Land Snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Amphidromus,"snails, slugs",,,,,Vulnerable,Amphidromus cognatus,,,,,,,,,,,Endangered,Amphidromus cognatus,,,Present,,,,,,,,,,,,,,
81923,Amphiprion akindynos,Barrier Reef anemonefish,,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion akindynos,,,,,,,,,,,,,,,,,
81924,Amphiprion chrysopterus,Orange-fin Anemonefish,,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion chrysopterus,,,,,,,,,,,,,,,,,
93042,Amphiprion clarkii,"Clark's Anemonefish, Yellowtail Clownfish",,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion clarkii,,,,,,,,,,,,,,,,,
93046,Amphiprion latezonatus,"Wideband Anemonefish, Blue-lip Anemonefish",,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Data Deficient,Amphiprion latezonatus,,,,,,,,,,,,,,,,,
76925,Amphiprion mccullochi,"Whitesnout Anemonefish, McCulloch's Anemonefish",Critically Endangered,Amphiprion mccullochi,4-Sep-24,,4-Sep-24,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,Critically Endangered,Amphiprion mccullochi,,,,,,,,,,,,,Vulnerable,Amphiprion mccullochi,,Endemic,,,,,,,,,,,,Historic,,,
81925,Amphiprion melanopus,"Fire clownfish, Red and black anemonefish",,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion melanopus,,,,,,,,,,,,,,,,,
82402,Amphiprion ocellaris,"Western Clown Anemonefish, False Clown Anemonefish, Clownfish",,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion ocellaris,,,,,,,,,,,,,,,,,
93043,Amphiprion percula,"Eastern Clown Anemonefish, Orange Clownfish",,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion percula,,,,,,,,,,,,,,,,,
81926,Amphiprion perideraion,Pink anemonefish,,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion perideraion,,,,,,,,,,,,,,,,,
93047,Amphiprion polymnus,"Saddleback Anemonefish, Brownsaddle Clownfish",,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion polymnus,,,,,,,,,,,,,,,,,
93044,Amphiprion rubrocinctus,"Australian Anemonefish, Australian Clownfish, Red Anemonefish",,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion rubrocinctus,,,,,,,,,,,,,,,,,
93045,Amphiprion sandaracinos,"Orange Anemonefish, Orange Skunk Clownfish",,,,,,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Amphiprion sandaracinos,,,,,,,,,,,,,,,,,
58566,Amphistomus complanatus, ,,,,,,Insecta,Coleoptera,Scarabaeidae,Amphistomus,insects,,,,,,,,,,,,,,,,,Least Concern,Amphistomus complanatus,,,,,,,,,,,,,,,,,
77062,Amphitretus pelagicus,Telescope Octopus,,,,,,Cephalopoda,Octopoda,Amphitretidae,Amphitretus,"squid, cuttlefish, octopus, nautilus",,,,,,,,,,,,,,,,,Least Concern,Amphitretus pelagicus,,,,,,,,,,,,,,,,,
84548,Amphiura trisacantha,brittle star,,,,,,Ophiuroidea,Ophiurida,Amphiuridae,Amphiura,brittle stars,,,,,,,,,,,,,Endangered ,Amphiura trisacantha,,,,,,,,,,,Present,,,,,,,,,,
84122,Amplirhagada astuta,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",,,,,,,,,,,,,,,Vulnerable,Amplirhagada astuta,Vulnerable,Amplirhagada astuta,,,,,,,,Present,,,,,,,,,
92470,Amplirhagada coffea,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",,,,,,,,,,,,,,,,,Vulnerable,Amplirhagada coffea,,,,,,,,,,,,,,,,,
92468,Amplirhagada decora,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",,,,,,,,,,,,,,,,,Vulnerable,Amplirhagada decora,,,,,,,,,,,,,,,,,
92471,Amplirhagada imitata,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",,,,,,,,,,,,,,,,,Vulnerable,Amplirhagada imitata,,,,,,,,,,,,,,,,,
92469,Amplirhagada kessneri,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",,,,,,,,,,,,,,,,,Vulnerable,Amplirhagada kessneri,,,,,,,,,,,,,,,,,
88593,Amplirhagada montalivetensis,camaenid snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",,,,,,,,,,,,,,,,,Lower Risk/near threatened,Amplirhagada montalivetensis,,,,,,,,,,,,,,,,,
86507,Amplirhagada questroana,camaenid snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Amplirhagada,"snails, slugs",,,,,,,,,,,,,,,,,Endangered,Amplirhagada questroana,,,,,,,,,,,,,,,,,
26856,Amyema linophylla subsp. orientalis,Buloke Mistletoe,,,,,,Magnoliopsida,Santalales,Loranthaceae,Amyema,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Amyema linophylla subsp. orientalis,,,,,,,,,,,,,,,,,,,,,
26866,Amyema pendula subsp. longifolia, ,,,,,,Magnoliopsida,Santalales,Loranthaceae,Amyema,dicots (two seed leaves),,,,,,,,,,,,,Critically Endangered,Amyema pendula subsp. longifolia,,,,,,,,,,,,,,,,,,,,,
81879,Amyema plicatula, ,Endangered,Amyema plicatula,16-Jul-00,,3-Jul-08,Magnoliopsida,Santalales,Loranthaceae,Amyema,dicots (two seed leaves),,,Endangered,Amyema plicatula,,,,,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
80592,Amytornis ballarae,Kalkadoon Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,,,,,,,,,Vulnerable,Amytornis ballarae,,,,,,,,,,,,,,,,,
557,Amytornis barbatus,Grey Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,,,,,,,,,Least Concern,Amytornis barbatus,,Present,,Present,,,,,,,,,,,,,
67065,Amytornis barbatus barbatus,"Bulloo Grey Grasswren, Grey Grasswren (Bulloo)",Endangered,Amytornis barbatus barbatus,6-Nov-14,,6-Nov-14,Aves,Passeriformes,Maluridae,Amytornis,birds,,,Endangered,Amytornis barbatus barbatus,,,Endangered,Amytornis barbatus barbatus,,,,,,,,,,,,Present,,Present,Present,,,,,,,,,,,,
84775,Amytornis barbatus diamantina,Grey Grasswren (Lake Eyre Basin),,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,Near Threatened,Amytornis barbatus diamantina,Rare,Amytornis barbatus diamantina,,,,,,,,,,,,Present,,,,,,,,,,,,,
558,Amytornis dorotheae,Carpentarian Grasswren,Endangered,Amytornis dorotheae,5-May-16,,5-May-16,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,Endangered,Amytornis dorotheae,Endangered,Amytornis dorotheae,,,,,,,,,Vulnerable,Amytornis dorotheae,,,Present,Present,,,,,,,,,,,,,
559,Amytornis goyderi,Eyrean Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,,,,,,,,,Least Concern,Amytornis goyderi,,,,,,,,,,,,,,,,,
560,Amytornis housei,Black Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,,,,,,,,,Least Concern,Amytornis housei,,,,,,,,,,,,,,,,,
67066,Amytornis merrotsyi,Short-tailed Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,,,,,,,,,Near Threatened,Amytornis merrotsyi,,,,,,,,,,,,,,,,,
86269,Amytornis merrotsyi merrotsyi,Short-tailed Grasswren (Flinders Ranges),Vulnerable,Amytornis merrotsyi merrotsyi,6-Nov-14,,6-Nov-14,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,Vulnerable,Amytornis merrotsyi merrotsyi,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
86270,Amytornis merrotsyi pedleri,"Gawler Ranges Short-tailed Grasswren, Short-tailed Grasswren (Gawler Ranges)",Endangered,Amytornis merrotsyi pedleri,6-Nov-14,,6-Nov-14,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,Endangered,Amytornis merrotsyi pedleri,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
84121,Amytornis modestus,Thick-billed Grasswren,Vulnerable,Amytornis modestus,16-Jul-00,,15-Jul-16,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,,,,,,,,,Least Concern,Amytornis modestus,,Present,Present,,Present,,,,,,,,,,,,
86182,Amytornis modestus indulkanna,Thick-billed Grasswren (Central SA),,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,Critically Endangered,Amytornis modestus indulkanna,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,
86184,Amytornis modestus inexpectatus,Eastern Thick-billed Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,Extinct,Amytornis modestus inexpectatus,,,,,,,,,,,,,,,,Historic,,,,,,,,,,,,,,,
86181,Amytornis modestus modestus,Western Thick-billed Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,Extinct,Amytornis modestus modestus,,,,,,,,,,,,,,,Historic,,,,,,,,,,,,,,
86183,Amytornis modestus obscurior,"Grey Range Thick-billed Grasswren, Thick-billed Grasswren (north-west NSW)",Critically Endangered,Amytornis modestus obscurior,6-Nov-14,,6-Nov-14,Aves,Passeriformes,Maluridae,Amytornis,birds,,,Critically Endangered,Amytornis modestus obscurior,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
561,Amytornis purnelli,Dusky Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,,,,,,,,,Least Concern,Amytornis purnelli,,,,,,,,,,,,,,,,,
87883,Amytornis rowleyi,"Opalton Grasswren, Rusty Grasswren",,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,Near Threatened,Amytornis rowleyi,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
562,Amytornis striatus,Striated Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,Rare,Amytornis striatus,,,,,,,Least Concern,Amytornis striatus,,Present,Present,Present,Present,,Present,Present,,,,,,,,,
91648,Amytornis striatus howei,"Murray Mallee Striated Grasswren, Striated Grasswren (sandplain)",Endangered,Amytornis striatus howei,5-Jul-23,,5-Jul-23,Aves,Passeriformes,Maluridae,Amytornis,birds,,,Endangered,Amytornis striatus howei,,,,,,,,,,,,,,,,Present,,,Present,,Present,,,,,,,,,,
26001,Amytornis striatus striatus,"Mukarrthippi Grasswren, Striated Grasswren (sandplain)",Critically Endangered,Amytornis striatus striatus,5-Jul-23,,5-Jul-23,Aves,Passeriformes,Maluridae,Amytornis,birds,,,Critically Endangered,Amytornis striatus striatus,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
563,Amytornis textilis,Western Grasswren,,,,,,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,,,,,,,,,Least Concern,Amytornis textilis,,,Present,,,,,,,,,,,,,,
64454,Amytornis textilis myall,Western Grasswren (Gawler Ranges),Vulnerable,Amytornis textilis myall,6-Nov-14,,6-Nov-14,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,,,,,Vulnerable,Amytornis textilis myall,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
564,Amytornis woodwardi,"White-throated Grasswren, Yirlinkirrkirr",Vulnerable,Amytornis woodwardi,6-Nov-14,,6-Nov-14,Aves,Passeriformes,Maluridae,Amytornis,birds,,,,,Vulnerable,Amytornis woodwardi,,,,,,,,,,,Endangered,Amytornis woodwardi,,,Endemic,,,,,,,,,,,,,,
93653,Anacolosa australis, ,,,,,,Magnoliopsida,Santalales,Olacaceae,Anacolosa,dicots (two seed leaves),,,,,,,Near Threatened,Anacolosa australis,,,,,,,,,,,,,,,,,,,,,,,,,,,
41911,Anacolosa papuana, ,,,,,,Magnoliopsida,Santalales,Olacaceae,Anacolosa,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Anacolosa papuana,,,,Present,,,,,,,,,,,,,
78524,Anacropora forbesi,"staghorn coral, stony coral, briar coral",,,,,,Anthozoa,Scleractinia,Acroporidae,Anacropora,"anemones, corals",,,,,,,,,,,,,,,,,Vulnerable,Anacropora forbesi,,,,,,,,,,,,,,,,,
92858,Anacropora matthaii,False Flower Coral,,,,,,Anthozoa,Scleractinia,Acroporidae,Anacropora,"anemones, corals",,,,,,,,,,,,,,,,,Vulnerable,Anacropora matthaii,,,,,,,,,,,,,,,,,
86509,Anacropora puertogalerae,False Flower Coral,,,,,,Anthozoa,Scleractinia,Acroporidae,Anacropora,"anemones, corals",,,,,,,,,,,,,,,,,Endangered,Anacropora puertogalerae,,,,,,,,,,,,,,,,,
86510,Anacropora reticulata,False Flower Coral,,,,,,Anthozoa,Scleractinia,Acroporidae,Anacropora,"anemones, corals",,,,,,,,,,,,,,,,,Endangered,Anacropora reticulata,,,,,,,,,,,,,,,,,
76926,Anampses lennardi,Blue and Yellow Wrasse,,,,,,Actinopterygii,Perciformes,Labridae,Anampses,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Anampses lennardi,,,,,,,,,,,,,,,,,
59545,Anas acuta,Northern Pintail,,,,,,Aves,Anseriformes,Anatidae,Anas,birds,,,,,,,,,,,,,,,,,Least Concern,Anas acuta,,,,,,,,,,,,,,,,,
971,Anas castanea,Chestnut Teal,,,,,,Aves,Anseriformes,Anatidae,Anas,birds,,,,,,,,,,,,,,,,,Least Concern,Anas castanea,,,,,,,,,,,,,,,,,
90779,Anas eatoni,"Eaton's Pintail, Southern Pintail, Kerguelen Pintail.",,,,,,Aves,Anseriformes,Anatidae,Anas,birds,,,,,,,,,,,,,,,,,Vulnerable,Anas eatoni,,,,,,,,,,,,,,,,,
59546,Anas gracilis,Grey Teal,,,,,,Aves,Anseriformes,Anatidae,Anas,birds,,,,,,,,,,,,,,,,,Least Concern,Anas gracilis,,,,,,,,,,,,,,,,,
974,Anas platyrhynchos,"Mallard, Northern Mallard",,,,,,Aves,Anseriformes,Anatidae,Anas,birds,,,,,,,,,,,,,,,,,Least Concern,Anas platyrhynchos,,,,,,,,,,,,,,,,,
977,Anas superciliosa,Pacific Black Duck,,,,,,Aves,Anseriformes,Anatidae,Anas,birds,,,,,,,,,,,,,,,,,Least Concern,Anas superciliosa,,,,,,,,,,,,,,,,,
87763,Anax gibbosulus,Green Emperor,,,,,,Insecta,Odonata,Aeshnidae,Anax,insects,,,,,,,,,,,,,,,,,Least Concern,Anax gibbosulus,,,,,,,,,,,,,,,,,
92908,Anax papuensis,Australian Emperor,,,,,,Insecta,Odonata,Aeshnidae,Anax,insects,,,,,,,,,,,,,,,,,Least Concern,Anax papuensis,,,,,,,,,,,,,,,,,
84757,Anchiale briareus,Strong Stick-insect,,,,,,Insecta,Phasmatodea,Phasmatidae,Anchiale,insects,,,,,,,,,,,,,,,,,Data Deficient,Anchiale briareus,,,,,,,,,,,,,,,,,
86512,Ancylastrum cumingianus,"Australian Freshwater Limpet, Tasmanian Freshwater Limpet",,,,,,Gastropoda,Pulmonata,Planorbidae,Ancylastrum,"snails, slugs",,,,,,,,,,,,,,,,,Critically Endangered,Ancylastrum cumingianus,,,,,,,,,,,,,,,,,
84925,Andersonia annelsii, ,Critically Endangered,Andersonia annelsii,11-May-18,,11-May-18,Magnoliopsida,Ericales,Ericaceae,Andersonia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Andersonia annelsii,,,,,,,,,,Endemic,,,,,,,,,
16916,Andersonia axilliflora,Giant Andersonia,Critically Endangered,Andersonia axilliflora,31-Mar-23,,31-Mar-23,Magnoliopsida,Ericales,Ericaceae,Andersonia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Andersonia axilliflora,,,,,,,,,,Endemic,,,,,,,,,
14470,Andersonia gracilis,Slender Andersonia,Endangered,Andersonia gracilis,16-Jul-00,,,Magnoliopsida,Ericales,Epacridaceae,Andersonia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Andersonia gracilis,,,,,,,,,,Endemic,,,,,,,,,
67444,Andersonia pinaster,Two Peoples Bay Andersonia,Vulnerable,Andersonia pinaster,16-Jul-00,,1-Oct-08,Magnoliopsida,Ericales,Epacridaceae,Andersonia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Andersonia pinaster,,,,,,,,,,Endemic,,,,,,,,,
92186,Andersonia sp. Saxatilis (F. & J.Hort 3324), ,,,,,,Magnoliopsida,Ericales,Ericaceae,Andersonia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Andersonia sp. Saxatilis (F. & J.Hort 3324),,,,,,,,,,Endemic,,,,,,,,,
86389,Androcalva adenothalia, ,Critically Endangered,Androcalva adenothalia,4-Jul-19,,4-Jul-19,Magnoliopsida,Malvales,Malvaceae,Androcalva,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Androcalva adenothalia,,,,,,,,,,Endemic,,,,,,,,,
87364,Androcalva beeronensis, ,,,,,,Magnoliopsida,Malvales,Malvaceae,Androcalva,dicots (two seed leaves),,,,,,,Critically Endangered,Commersonia beeronensis,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
87807,Androcalva bivillosa,Straggling Androcalva,Critically Endangered,Androcalva bivillosa,11-May-18,,11-May-18,Magnoliopsida,Malvales,Malvaceae,Androcalva,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Androcalva bivillosa,,,,,,,,,,Endemic,,,,,,,,,
86253,Androcalva fraseri,"Native Hemp, Brush Kurrajong",,,,,,Magnoliopsida,Malvales,Malvaceae,Androcalva,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Androcalva fraseri,,,,,,,,,,,,,,,,,
84804,Androcalva inglewoodensis, ,,,,,,Magnoliopsida,Malvales,Malvaceae,Androcalva,dicots (two seed leaves),,,,,,,Critically Endangered,Commersonia inglewoodensis,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
93300,Androcalva leiperi, ,,,,,,Magnoliopsida,Malvales,Malvaceae,Androcalva,dicots (two seed leaves),,,,,,,Endangered,Commersonia leiperi,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
85247,Androcalva multiloba, ,,,,,,Magnoliopsida,Malvales,Malvaceae,Androcalva,dicots (two seed leaves),,,,,,,,,Endangered,Androcalva multiloba,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
84805,Androcalva pearnii, ,,,,,,Magnoliopsida,Malvales,Malvaceae,Androcalva,dicots (two seed leaves),,,,,,,Critically Endangered,Commersonia pearnii,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
